instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,check_out,check in
275,1/12/2011,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,57
276,1/12/2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,32
277,1/12/2011,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,19
278,1/13/2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,6
279,1/13/2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,2
280,1/13/2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,2
281,1/13/2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,3
282,1/13/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,4
283,1/13/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,3
284,1/13/2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,28
285,1/13/2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,72
286,1/13/2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,197
287,1/13/2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,137
288,1/13/2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,36
289,1/13/2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,33
290,1/13/2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,49
291,1/13/2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,81
292,1/13/2011,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,39
293,1/13/2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,55
294,1/13/2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,76
295,1/13/2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,158
296,1/13/2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,141
297,1/13/2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,98
298,1/13/2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,64
299,1/13/2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,40
300,1/13/2011,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,30
301,1/13/2011,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,14
302,1/14/2011,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,14
303,1/14/2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,5
304,1/14/2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,1
305,1/14/2011,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,1
306,1/14/2011,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,8
307,1/14/2011,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,17
308,1/14/2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,70
309,1/14/2011,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,156
310,1/14/2011,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,117
311,1/14/2011,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,40
312,1/14/2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,47
313,1/14/2011,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,59
314,1/14/2011,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,73
315,1/14/2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,59
316,1/14/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,59
317,1/14/2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,87
318,1/14/2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,155
319,1/14/2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,134
320,1/14/2011,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,89
321,1/14/2011,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,68
322,1/14/2011,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,48
323,1/14/2011,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,34
324,1/14/2011,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,26
325,1/15/2011,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,25
326,1/15/2011,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,18
327,1/15/2011,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,12
328,1/15/2011,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,7
329,1/15/2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,5
330,1/15/2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,1
331,1/15/2011,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,2
332,1/15/2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,9
333,1/15/2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,22
334,1/15/2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,31
335,1/15/2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,57
336,1/15/2011,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,54
337,1/15/2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,74
338,1/15/2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,80
339,1/15/2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,92
340,1/15/2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,108
341,1/15/2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,95
342,1/15/2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,54
343,1/15/2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,69
344,1/15/2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,60
345,1/15/2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,35
346,1/15/2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,51
347,1/15/2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,26
348,1/15/2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,39
349,1/16/2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,33
350,1/16/2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,19
351,1/16/2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,13
352,1/16/2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,6
353,1/16/2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,1
354,1/16/2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,1
355,1/16/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,1
356,1/16/2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,3
357,1/16/2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,18
358,1/16/2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,29
359,1/16/2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,71
360,1/16/2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,70
361,1/16/2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,75
362,1/16/2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,95
363,1/16/2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,69
364,1/16/2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,78
365,1/16/2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,77
366,1/16/2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,82
367,1/16/2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,56
368,1/16/2011,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,47
369,1/16/2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,50
370,1/16/2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,22
371,1/16/2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,19
372,1/16/2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,18
373,1/17/2011,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,16
374,1/17/2011,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,15
375,1/17/2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,8
376,1/17/2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,2
377,1/17/2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,2
378,1/17/2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,1
379,1/17/2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,5
380,1/17/2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,9
381,1/17/2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,30
382,1/17/2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,39
383,1/17/2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,50
384,1/17/2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,55
385,1/17/2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,70
386,1/17/2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,80
387,1/17/2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,74
388,1/17/2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,72
389,1/17/2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,76
390,1/17/2011,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,67
391,1/17/2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,85
392,1/17/2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,58
393,1/17/2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,29
394,1/17/2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,24
395,1/17/2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,13
396,1/17/2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,3
397,1/18/2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,3
398,1/18/2011,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,22
399,1/18/2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,26
400,1/18/2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,32
401,1/18/2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,61
402,1/18/2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,124
403,1/18/2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,132
404,1/18/2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,98
405,1/18/2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83,83
406,1/18/2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,41
407,1/18/2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,33
408,1/18/2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20,19
409,1/19/2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3,3
410,1/19/2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,6
411,1/19/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,3
412,1/19/2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,1
413,1/19/2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,7
414,1/19/2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,32
415,1/19/2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,89
416,1/19/2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,196
417,1/19/2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,107
418,1/19/2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,46
419,1/19/2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,47
420,1/19/2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,65
421,1/19/2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,67
422,1/19/2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,68
423,1/19/2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,78
424,1/19/2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,94
425,1/19/2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,190
426,1/19/2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,156
427,1/19/2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,108
428,1/19/2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,74
429,1/19/2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,55
430,1/19/2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,53
431,1/19/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,27
432,1/20/2011,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,8
433,1/20/2011,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,5,3
434,1/20/2011,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,0,2,2,2
435,1/20/2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1
436,1/20/2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1
437,1/20/2011,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,6
438,1/20/2011,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,35
439,1/20/2011,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,100
440,1/20/2011,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,247
441,1/20/2011,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,140
442,1/20/2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,56
443,1/20/2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,63
444,1/20/2011,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,7,77,84,77
445,1/20/2011,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,86
446,1/20/2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,75
447,1/20/2011,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,62
448,1/20/2011,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,83
449,1/20/2011,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,207
450,1/20/2011,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,184
451,1/20/2011,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,146
452,1/20/2011,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,124
453,1/20/2011,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,54
454,1/20/2011,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,56
455,1/20/2011,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,28
456,1/21/2011,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,20
457,1/21/2011,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,6
458,1/21/2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,2
459,1/21/2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,1
460,1/21/2011,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,1
461,1/21/2011,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,4
462,1/21/2011,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,27
463,1/21/2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,66
464,1/21/2011,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,210
465,1/21/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,159
466,1/21/2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,57
467,1/21/2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,53
468,1/21/2011,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,67
469,1/21/2011,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,65
470,1/21/2011,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,56
471,1/21/2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,61
472,1/21/2011,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,97
473,1/21/2011,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,151
474,1/21/2011,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,119
475,1/21/2011,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,93
476,1/21/2011,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,52
477,1/21/2011,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,41
478,1/21/2011,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,33
479,1/21/2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,27
480,1/22/2011,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,13
481,1/22/2011,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,3,9,12,9
482,1/22/2011,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,11
483,1/22/2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,6
484,1/22/2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,3
485,1/22/2011,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,2
486,1/22/2011,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,8
487,1/22/2011,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,1,26,27,26
488,1/22/2011,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,37
489,1/22/2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,50
490,1/22/2011,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,59
491,1/22/2011,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,60
492,1/22/2011,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,12,72,84,72
493,1/22/2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,64
494,1/22/2011,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,10,93,103,93
495,1/22/2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,72
496,1/22/2011,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,8,59,67,59
497,1/22/2011,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,54
498,1/22/2011,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,53
499,1/22/2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,44
500,1/22/2011,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,39
501,1/22/2011,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,7,23,30,23
502,1/22/2011,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,31
503,1/23/2011,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,20
504,1/23/2011,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,12
505,1/23/2011,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,15
506,1/23/2011,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,4
507,1/23/2011,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,3
508,1/23/2011,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,1
509,1/23/2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,1
510,1/23/2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,17
511,1/23/2011,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,25
512,1/23/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,51
513,1/23/2011,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,77
514,1/23/2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,92
515,1/23/2011,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,75
516,1/23/2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,93
517,1/23/2011,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,64
518,1/23/2011,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,56
519,1/23/2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,50
520,1/23/2011,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,44
521,1/23/2011,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,45
522,1/23/2011,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,31
523,1/23/2011,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25,20
524,1/23/2011,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28,23
525,1/23/2011,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,17
526,1/24/2011,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7,7
527,1/24/2011,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1,1
528,1/24/2011,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,1
529,1/24/2011,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1,1
530,1/24/2011,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5,5
531,1/24/2011,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15,15
532,1/24/2011,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,5,79,84,79
533,1/24/2011,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0,6,171,177,171
534,1/24/2011,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0,4,98,102,98
535,1/24/2011,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0,6,34,40,34
536,1/24/2011,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46,43
537,1/24/2011,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63,52
538,1/24/2011,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60,54
539,1/24/2011,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45,43
540,1/24/2011,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57,50
541,1/24/2011,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70,66
542,1/24/2011,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184,178
543,1/24/2011,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153,145
544,1/24/2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106,101
545,1/24/2011,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81,80
546,1/24/2011,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59,53
547,1/24/2011,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35,32
548,1/24/2011,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24,21
549,1/25/2011,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9,6
550,1/25/2011,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5,5
